entry_id,date,employee_ref,crew_ref,job_ref,ops_service_line,ops_code,hours
E001194,2025-09-01,,CREW-04,J113,Install,GRADE,6.18
E001195,2025-09-01,,CREW-04,,Maintenance,SHOP,2.11
E001196,2025-09-02,,CREW-01,J204,Maintenance,TRIM,5.7
E001197,2025-09-02,,CREW-01,J119,Install,GRADE,7.41
E001198,2025-09-02,,CREW-01,J272,Enhancement,SEASONAL-COLOR,6.01
E001199,2025-09-02,,CREW-01,,Maintenance,TRAINING,2.29
E001200,2025-09-02,,CREW-02,J312,Maintenance,BLOW,4.94
E001201,2025-09-02,,CREW-02,J197,Enhancement,SEASONAL-COLOR,8.41
E001202,2025-09-02,,CREW-03,J250,Maintenance,TRIM,6.45
E001203,2025-09-02,,CREW-03,J234,Enhancement,SEASONAL-COLOR,4.41
E001204,2025-09-02,,CREW-03,,Enhancement,DRIVE,2.35
E001205,2025-09-02,,CREW-04,J225,Maintenance,FERT,5.25
E001206,2025-09-02,,CREW-04,J268,Enhancement,PRUNE,6.96
E001207,2025-09-02,,CREW-04,,Maintenance,PTO,1.8
E001208,2025-09-03,,CREW-01,J351,Maintenance,MOW,4.46
E001209,2025-09-03,,CREW-01,J212,Install,INSTALL,5.93
E001210,2025-09-03,,CREW-01,J119,Enhancement,PRUNE,8.84
E001211,2025-09-03,,CREW-01,,Install,SHOP,2.0
E001212,2025-09-03,,CREW-02,J215,Maintenance,MOW,6.8
E001213,2025-09-03,,CREW-02,J391,Install,PLANT,5.67
E001214,2025-09-03,,CREW-02,J116,Enhancement,PRUNE,7.13
E001215,2025-09-03,,CREW-03,J240,Maintenance,TRIM,8.82
E001216,2025-09-03,,CREW-04,J367,Maintenance,BLOW,6.37
E001217,2025-09-03,,CREW-04,J169,Install,GRADE,6.86
E001218,2025-09-03,,CREW-04,J379,Enhancement,PRUNE,8.45
E001219,2025-09-03,,CREW-04,,Maintenance,TRAINING,1.52
E001220,2025-09-04,,CREW-01,J260,Maintenance,MOW,7.89
E001221,2025-09-04,,CREW-01,J341,Install,HARDSCAPE,4.8
E001222,2025-09-04,,CREW-01,,Enhancement,PTO,2.04
E001223,2025-09-04,,CREW-02,J102,Maintenance,MOW,7.28
E001224,2025-09-04,,CREW-02,J329,Install,GRADE,4.55
E001225,2025-09-04,,CREW-02,,Maintenance,SHOP,2.63
E001226,2025-09-04,,CREW-03,J394,Maintenance,TRIM,6.27
E001227,2025-09-04,,CREW-03,J244,Install,PLANT,5.64
E001228,2025-09-04,,CREW-03,,Maintenance,TRAINING,2.62
E001229,2025-09-04,,CREW-04,J217,Maintenance,BLOW,4.99
E001230,2025-09-04,,CREW-04,J386,Enhancement,PRUNE,8.44
E001231,2025-09-04,,CREW-04,,Enhancement,DRIVE,1.14
E001232,2025-09-05,,CREW-01,J143,Maintenance,BLOW,7.26
E001233,2025-09-05,,CREW-01,J213,Install,PLANT,4.33
E001234,2025-09-05,,CREW-01,,Enhancement,DRIVE,1.72
E001235,2025-09-05,,CREW-02,J181,Maintenance,BLOW,6.27
E001236,2025-09-05,,CREW-02,J366,Enhancement,PRUNE,5.01
E001237,2025-09-05,,CREW-02,,Install,SHOP,2.12
E001238,2025-09-05,,CREW-03,J199,Maintenance,TRIM,6.33
E001239,2025-09-05,,CREW-03,J187,Install,PLANT,4.94
E001240,2025-09-05,,CREW-03,J394,Enhancement,MULCH,4.77
E001241,2025-09-05,,CREW-03,,Maintenance,SHOP,2.82
E001242,2025-09-05,,CREW-04,J106,Maintenance,BLOW,8.4
E001243,2025-09-05,,CREW-04,J333,Install,GRADE,8.85
E001244,2025-09-05,,CREW-04,J108,Enhancement,PRUNE,6.73
E001245,2025-09-05,,CREW-04,,Maintenance,PTO,0.88
E001246,2025-09-08,,CREW-01,J327,Maintenance,TRIM,6.47
E001247,2025-09-08,,CREW-01,J359,Install,INSTALL,5.71
E001248,2025-09-08,,CREW-01,J282,Enhancement,MULCH,4.04
E001249,2025-09-08,,CREW-01,,Install,SHOP,2.35
E001250,2025-09-08,,CREW-02,J126,Maintenance,MOW,7.3
E001251,2025-09-08,,CREW-02,J255,Install,GRADE,6.4
E001252,2025-09-08,,CREW-03,J223,Install,PLANT,5.72
E001253,2025-09-08,,CREW-03,,Install,DRIVE,2.96
E001254,2025-09-08,,CREW-04,J304,Maintenance,FERT,6.48
E001255,2025-09-08,,CREW-04,J369,Install,PLANT,8.76
E001256,2025-09-08,,CREW-04,J178,Enhancement,SEASONAL-COLOR,5.25
E001257,2025-09-08,,CREW-04,,Enhancement,PTO,0.71
E001258,2025-09-09,,CREW-01,J213,Maintenance,MOW,4.75
E001259,2025-09-09,,CREW-01,J383,Install,HARDSCAPE,8.76
E001260,2025-09-09,,CREW-01,,Maintenance,DRIVE,1.48
E001261,2025-09-09,,CREW-03,J381,Maintenance,BLOW,7.63
E001262,2025-09-09,,CREW-03,,Enhancement,DRIVE,2.91
E001263,2025-09-09,,CREW-04,J296,Maintenance,FERT,8.23
E001264,2025-09-09,,CREW-04,J216,Install,INSTALL,8.38
E001265,2025-09-09,,CREW-04,J372,Enhancement,SEASONAL-COLOR,4.28
E001266,2025-09-09,,CREW-04,,Enhancement,TRAINING,2.58
E001267,2025-09-10,,CREW-01,J331,Maintenance,MOW,6.59
E001268,2025-09-10,,CREW-01,J280,Enhancement,PRUNE,4.67
E001269,2025-09-10,,CREW-02,J156,Maintenance,FERT,6.71
E001270,2025-09-10,,CREW-02,J187,Install,GRADE,7.61
E001271,2025-09-10,,CREW-02,J267,Enhancement,MULCH,8.2
E001272,2025-09-10,,CREW-02,,Enhancement,TRAINING,2.92
E001273,2025-09-10,,CREW-03,J371,Maintenance,FERT,6.29
E001274,2025-09-10,,CREW-03,J241,Install,PLANT,8.14
E001275,2025-09-10,,CREW-03,,Maintenance,DRIVE,1.69
E001276,2025-09-10,,CREW-04,J362,Install,INSTALL,4.14
E001277,2025-09-10,,CREW-04,J336,Enhancement,SEASONAL-COLOR,7.62
E001278,2025-09-10,,CREW-04,,Maintenance,SHOP,1.12
E001279,2025-09-11,,CREW-01,J212,Maintenance,FERT,6.14
E001280,2025-09-11,,CREW-01,J212,Install,GRADE,7.81
E001281,2025-09-11,,CREW-01,,Install,PTO,2.18
E001282,2025-09-11,,CREW-02,J323,Maintenance,MOW,7.7
E001283,2025-09-11,,CREW-02,J108,Install,INSTALL,8.41
E001284,2025-09-11,,CREW-02,J196,Enhancement,MULCH,6.69
E001285,2025-09-11,,CREW-03,J278,Maintenance,TRIM,7.14
E001286,2025-09-11,,CREW-03,J205,Install,GRADE,5.15
E001287,2025-09-11,,CREW-03,,Install,PTO,2.63
E001288,2025-09-11,,CREW-04,J289,Maintenance,FERT,5.19
E001289,2025-09-11,,CREW-04,,Enhancement,SHOP,1.48
E001290,2025-09-12,,CREW-01,J131,Maintenance,MOW,4.05
E001291,2025-09-12,,CREW-01,J261,Enhancement,PRUNE,7.33
E001292,2025-09-12,,CREW-01,,Maintenance,PTO,1.72
E001293,2025-09-12,,CREW-02,J385,Maintenance,TRIM,5.4
E001294,2025-09-12,,CREW-02,J329,Enhancement,MULCH,4.6
E001295,2025-09-12,,CREW-02,,Install,SHOP,2.32
E001296,2025-09-12,,CREW-03,J366,Maintenance,MOW,5.18
E001297,2025-09-12,,CREW-03,J217,Install,INSTALL,4.75
E001298,2025-09-12,,CREW-03,,Install,DRIVE,1.51
E001299,2025-09-12,,CREW-04,J290,Maintenance,FERT,4.69
E001300,2025-09-12,,CREW-04,J201,Enhancement,PRUNE,4.66
E001301,2025-09-12,,CREW-04,,Install,DRIVE,1.54
E001302,2025-09-15,,CREW-01,J278,Maintenance,MOW,7.11
E001303,2025-09-15,,CREW-01,J120,Install,PLANT,8.76
E001304,2025-09-15,,CREW-01,,Maintenance,TRAINING,1.41
E001305,2025-09-15,,CREW-02,J206,Maintenance,MOW,4.1
E001306,2025-09-15,,CREW-02,J287,Enhancement,MULCH,8.55
E001307,2025-09-15,,CREW-02,,Install,PTO,2.14
E001308,2025-09-15,,CREW-03,J344,Maintenance,MOW,6.24
E001309,2025-09-15,,CREW-03,J233,Install,HARDSCAPE,8.48
E001310,2025-09-15,,CREW-03,,Enhancement,SHOP,1.65
E001311,2025-09-15,,CREW-04,J293,Maintenance,FERT,5.62
E001312,2025-09-15,,CREW-04,J367,Enhancement,MULCH,8.57
E001313,2025-09-16,,CREW-01,J270,Maintenance,TRIM,5.57
E001314,2025-09-16,,CREW-01,J227,Enhancement,MULCH,8.07
E001315,2025-09-16,,CREW-01,,Enhancement,DRIVE,1.79
E001316,2025-09-16,,CREW-02,J276,Maintenance,TRIM,5.37
E001317,2025-09-16,,CREW-02,,Install,SHOP,2.13
E001318,2025-09-16,,CREW-03,J298,Maintenance,MOW,6.06
E001319,2025-09-16,,CREW-03,J199,Install,GRADE,6.38
E001320,2025-09-16,,CREW-03,J118,Enhancement,SEASONAL-COLOR,6.74
E001321,2025-09-16,,CREW-03,,Enhancement,PTO,2.25
E001322,2025-09-16,,CREW-04,J184,Install,GRADE,6.89
E001323,2025-09-16,,CREW-04,,Install,SHOP,2.28
E001324,2025-09-17,,CREW-01,J101,Maintenance,BLOW,8.01
E001325,2025-09-17,,CREW-01,J291,Enhancement,MULCH,8.23
E001326,2025-09-17,,CREW-01,,Install,DRIVE,1.7
E001327,2025-09-17,,CREW-02,J258,Maintenance,MOW,4.37
E001328,2025-09-17,,CREW-02,,Maintenance,PTO,2.81
E001329,2025-09-17,,CREW-03,J197,Maintenance,TRIM,8.17
E001330,2025-09-17,,CREW-03,J106,Enhancement,MULCH,8.84
E001331,2025-09-17,,CREW-04,J286,Maintenance,BLOW,7.22
E001332,2025-09-17,,CREW-04,J230,Install,HARDSCAPE,8.44
E001333,2025-09-17,,CREW-04,,Install,TRAINING,2.21
E001334,2025-09-18,,CREW-02,J282,Maintenance,FERT,4.35
E001335,2025-09-18,,CREW-02,J212,Enhancement,SEASONAL-COLOR,5.95
E001336,2025-09-18,,CREW-03,J154,Maintenance,TRIM,4.26
E001337,2025-09-18,,CREW-03,J169,Install,PLANT,7.09
E001338,2025-09-18,,CREW-03,,Install,SHOP,1.72
E001339,2025-09-18,,CREW-04,J167,Maintenance,MOW,4.48
E001340,2025-09-18,,CREW-04,J250,Install,INSTALL,5.86
E001341,2025-09-18,,CREW-04,J219,Enhancement,MULCH,4.07
E001342,2025-09-18,,CREW-04,,Maintenance,DRIVE,2.64
E001343,2025-09-19,,CREW-01,J337,Maintenance,FERT,6.55
E001344,2025-09-19,,CREW-01,J307,Install,GRADE,8.0
E001345,2025-09-19,,CREW-01,,Install,DRIVE,2.42
E001346,2025-09-19,,CREW-02,J310,Install,PLANT,7.64
E001347,2025-09-19,,CREW-02,J137,Enhancement,PRUNE,4.66
E001348,2025-09-19,,CREW-03,J366,Maintenance,FERT,8.94
E001349,2025-09-19,,CREW-03,J196,Install,GRADE,4.29
E001350,2025-09-19,,CREW-03,J174,Enhancement,MULCH,7.67
E001351,2025-09-19,,CREW-03,,Maintenance,TRAINING,1.58
E001352,2025-09-19,,CREW-04,J251,Maintenance,TRIM,5.36
E001353,2025-09-19,,CREW-04,J282,Enhancement,PRUNE,5.12
E001354,2025-09-19,,CREW-04,,Enhancement,DRIVE,2.59
E001355,2025-09-22,,CREW-01,J399,Maintenance,BLOW,7.67
E001356,2025-09-22,,CREW-01,J133,Install,HARDSCAPE,8.71
E001357,2025-09-22,,CREW-01,,Install,DRIVE,2.78
E001358,2025-09-22,,CREW-02,J258,Maintenance,FERT,4.98
E001359,2025-09-22,,CREW-02,J113,Install,INSTALL,5.46
E001360,2025-09-22,,CREW-02,J275,Enhancement,SEASONAL-COLOR,5.88
E001361,2025-09-22,,CREW-02,,Maintenance,SHOP,2.75
E001362,2025-09-22,,CREW-03,J370,Maintenance,MOW,4.25
E001363,2025-09-22,,CREW-03,J209,Install,INSTALL,4.74
E001364,2025-09-22,,CREW-03,,Maintenance,PTO,1.26
E001365,2025-09-22,,CREW-04,J109,Maintenance,MOW,7.56
E001366,2025-09-22,,CREW-04,J379,Install,GRADE,6.54
E001367,2025-09-22,,CREW-04,,Install,DRIVE,1.45
E001368,2025-09-23,,CREW-01,J240,Maintenance,FERT,7.05
E001369,2025-09-23,,CREW-01,J278,Install,HARDSCAPE,8.45
E001370,2025-09-23,,CREW-01,,Maintenance,SHOP,1.78
E001371,2025-09-23,,CREW-02,J144,Maintenance,FERT,8.71
E001372,2025-09-23,,CREW-02,J211,Install,HARDSCAPE,7.53
E001373,2025-09-23,,CREW-02,J124,Enhancement,SEASONAL-COLOR,5.44
E001374,2025-09-23,,CREW-02,,Enhancement,DRIVE,0.79
E001375,2025-09-23,,CREW-03,J225,Maintenance,TRIM,7.27
E001376,2025-09-23,,CREW-03,,Install,SHOP,1.38
E001377,2025-09-23,,CREW-04,J272,Maintenance,TRIM,4.85
E001378,2025-09-23,,CREW-04,,Enhancement,TRAINING,2.2
E001379,2025-09-24,,CREW-01,J192,Maintenance,TRIM,6.36
E001380,2025-09-24,,CREW-01,,Maintenance,PTO,2.57
E001381,2025-09-24,,CREW-02,J282,Maintenance,BLOW,6.05
E001382,2025-09-24,,CREW-02,J222,Install,INSTALL,4.25
E001383,2025-09-24,,CREW-02,J376,Enhancement,PRUNE,6.37
E001384,2025-09-24,,CREW-02,,Maintenance,DRIVE,1.03
E001385,2025-09-24,,CREW-03,J171,Maintenance,BLOW,8.21
E001386,2025-09-24,,CREW-03,J324,Install,GRADE,7.84
E001387,2025-09-24,,CREW-03,J175,Enhancement,PRUNE,6.13
E001388,2025-09-24,,CREW-04,J167,Maintenance,MOW,6.97
E001389,2025-09-24,,CREW-04,J356,Install,PLANT,8.76
E001390,2025-09-24,,CREW-04,,Maintenance,PTO,0.74
E001391,2025-09-25,,CREW-01,J152,Maintenance,TRIM,5.12
E001392,2025-09-25,,CREW-01,J117,Enhancement,MULCH,4.09
E001393,2025-09-25,,CREW-01,,Enhancement,DRIVE,2.91
E001394,2025-09-25,,CREW-02,J130,Maintenance,MOW,5.32
E001395,2025-09-25,,CREW-02,J134,Install,INSTALL,7.0
E001396,2025-09-25,,CREW-02,J109,Enhancement,MULCH,7.73
E001397,2025-09-25,,CREW-03,J256,Maintenance,MOW,6.06
E001398,2025-09-25,,CREW-03,J268,Install,INSTALL,6.22
E001399,2025-09-25,,CREW-03,J195,Enhancement,PRUNE,5.77
E001400,2025-09-25,,CREW-03,,Install,DRIVE,1.8
E001401,2025-09-25,,CREW-04,J213,Maintenance,FERT,4.85
E001402,2025-09-25,,CREW-04,J377,Install,GRADE,5.36
E001403,2025-09-25,,CREW-04,,Maintenance,PTO,1.41
E001404,2025-09-26,,CREW-01,J114,Maintenance,FERT,4.61
E001405,2025-09-26,,CREW-01,J368,Install,INSTALL,7.56
E001406,2025-09-26,,CREW-01,J316,Enhancement,MULCH,4.5
E001407,2025-09-26,,CREW-01,,Maintenance,SHOP,0.8
E001408,2025-09-26,,CREW-02,J344,Maintenance,MOW,5.7
E001409,2025-09-26,,CREW-02,J188,Enhancement,PRUNE,5.23
E001410,2025-09-26,,CREW-02,,Enhancement,TRAINING,0.61
E001411,2025-09-26,,CREW-03,J264,Maintenance,FERT,4.66
E001412,2025-09-26,,CREW-03,J312,Install,HARDSCAPE,5.5
E001413,2025-09-26,,CREW-03,J263,Enhancement,PRUNE,8.27
E001414,2025-09-26,,CREW-04,J344,Maintenance,MOW,8.34
E001415,2025-09-26,,CREW-04,,Install,SHOP,1.95
E001416,2025-09-29,,CREW-01,J109,Maintenance,MOW,6.07
E001417,2025-09-29,,CREW-01,J256,Enhancement,PRUNE,4.83
E001418,2025-09-29,,CREW-01,,Enhancement,DRIVE,2.78
E001419,2025-09-29,,CREW-02,J101,Maintenance,MOW,8.01
E001420,2025-09-29,,CREW-02,J266,Install,INSTALL,6.51
E001421,2025-09-29,,CREW-03,J124,Maintenance,FERT,7.99
E001422,2025-09-29,,CREW-03,,Enhancement,DRIVE,1.67
E001423,2025-09-29,,CREW-04,J356,Maintenance,BLOW,6.67
E001424,2025-09-29,,CREW-04,J250,Install,PLANT,4.68
E001425,2025-09-29,,CREW-04,J277,Enhancement,PRUNE,6.08
E001426,2025-09-29,,CREW-04,,Install,PTO,2.9
E001427,2025-09-30,,CREW-01,J197,Maintenance,BLOW,5.31
E001428,2025-09-30,,CREW-01,J180,Install,GRADE,7.67
E001429,2025-09-30,,CREW-01,,Enhancement,DRIVE,0.69
E001430,2025-09-30,,CREW-02,J277,Maintenance,TRIM,7.59
E001431,2025-09-30,,CREW-02,J308,Install,GRADE,8.36
E001432,2025-09-30,,CREW-02,J272,Enhancement,SEASONAL-COLOR,6.01
E001433,2025-09-30,,CREW-02,,Maintenance,TRAINING,2.34
E001434,2025-09-30,,CREW-03,J374,Maintenance,MOW,8.51
E001435,2025-09-30,,CREW-03,J208,Install,PLANT,7.38
E001436,2025-09-30,,CREW-03,,Maintenance,PTO,1.91
E001437,2025-09-30,,CREW-04,J265,Maintenance,BLOW,6.88
E001438,2025-09-30,,CREW-04,J309,Install,HARDSCAPE,7.66
E001439,2025-09-30,,CREW-04,J339,Enhancement,PRUNE,4.62
E001440,2025-10-01,,CREW-01,J267,Maintenance,BLOW,8.57
E001441,2025-10-01,,CREW-01,J163,Install,GRADE,6.7
E001442,2025-10-01,,CREW-01,J128,Enhancement,MULCH,5.36
E001443,2025-10-01,,CREW-01,,Install,SHOP,1.73
E001444,2025-10-01,,CREW-03,J157,Maintenance,TRIM,4.86
E001445,2025-10-01,,CREW-03,J221,Install,GRADE,5.0
E001446,2025-10-01,,CREW-03,J279,Enhancement,PRUNE,6.07
E001447,2025-10-02,,CREW-01,J286,Maintenance,FERT,7.81
E001448,2025-10-02,,CREW-01,J363,Install,HARDSCAPE,8.84
E001449,2025-10-02,,CREW-01,J148,Enhancement,MULCH,7.13
E001450,2025-10-02,,CREW-01,,Maintenance,PTO,1.88
E001451,2025-10-02,,CREW-02,J375,Maintenance,BLOW,4.71
E001452,2025-10-02,,CREW-02,J371,Install,PLANT,4.61
E001453,2025-10-02,,CREW-02,,Enhancement,SHOP,1.08
E001454,2025-10-02,,CREW-04,J398,Maintenance,TRIM,5.85
E001455,2025-10-02,,CREW-04,J299,Install,HARDSCAPE,4.86
E001456,2025-10-02,,CREW-04,,Install,SHOP,1.82
E001457,2025-10-03,,CREW-01,J144,Maintenance,TRIM,5.49
E001458,2025-10-03,,CREW-01,J161,Install,PLANT,6.05
E001459,2025-10-03,,CREW-02,J265,Install,GRADE,5.58
E001460,2025-10-03,,CREW-02,,Enhancement,TRAINING,1.5
E001461,2025-10-03,,CREW-03,J376,Maintenance,FERT,6.41
E001462,2025-10-03,,CREW-03,J125,Enhancement,PRUNE,4.89
E001463,2025-10-03,,CREW-03,,Enhancement,TRAINING,1.0
E001464,2025-10-03,,CREW-04,J204,Maintenance,BLOW,7.79
E001465,2025-10-03,,CREW-04,J262,Enhancement,SEASONAL-COLOR,5.95
E001466,2025-10-06,,CREW-01,J236,Maintenance,TRIM,5.87
E001467,2025-10-06,,CREW-01,J276,Enhancement,MULCH,4.14
E001468,2025-10-06,,CREW-01,,Enhancement,PTO,2.75
E001469,2025-10-06,,CREW-03,J207,Maintenance,BLOW,6.6
E001470,2025-10-06,,CREW-03,J216,Install,HARDSCAPE,7.22
E001471,2025-10-06,,CREW-03,,Enhancement,TRAINING,0.52
E001472,2025-10-06,,CREW-04,J343,Maintenance,TRIM,4.1
E001473,2025-10-06,,CREW-04,J279,Install,HARDSCAPE,6.13
E001474,2025-10-06,,CREW-04,J159,Enhancement,SEASONAL-COLOR,8.13
E001475,2025-10-06,,CREW-04,,Install,TRAINING,0.6
E001476,2025-10-07,,CREW-02,J116,Maintenance,BLOW,5.29
E001477,2025-10-07,,CREW-02,J345,Install,HARDSCAPE,8.79
E001478,2025-10-07,,CREW-02,J239,Enhancement,PRUNE,6.6
E001479,2025-10-07,,CREW-02,,Install,DRIVE,0.91
E001480,2025-10-07,,CREW-04,J241,Maintenance,BLOW,5.23
E001481,2025-10-07,,CREW-04,J260,Install,INSTALL,5.93
E001482,2025-10-07,,CREW-04,J260,Enhancement,SEASONAL-COLOR,7.53
E001483,2025-10-08,,CREW-04,J223,Maintenance,BLOW,6.5
E001484,2025-10-08,,CREW-04,,Install,PTO,1.54
E001485,2025-10-09,,CREW-01,J251,Maintenance,TRIM,7.04
E001486,2025-10-09,,CREW-01,J128,Install,GRADE,4.91
E001487,2025-10-09,,CREW-01,,Enhancement,PTO,1.73
E001488,2025-10-09,,CREW-03,J336,Maintenance,BLOW,8.42
E001489,2025-10-09,,CREW-03,,Maintenance,DRIVE,2.92
E001490,2025-10-09,,CREW-04,J388,Maintenance,FERT,7.87
E001491,2025-10-09,,CREW-04,J399,Install,GRADE,6.85
E001492,2025-10-09,,CREW-04,J175,Enhancement,SEASONAL-COLOR,8.87
E001493,2025-10-09,,CREW-04,,Enhancement,PTO,1.96
E001494,2025-10-10,,CREW-02,J247,Maintenance,TRIM,4.66
E001495,2025-10-10,,CREW-02,J194,Install,HARDSCAPE,4.39
E001496,2025-10-10,,CREW-02,J368,Enhancement,MULCH,6.99
E001497,2025-10-10,,CREW-03,J323,Enhancement,MULCH,8.03
E001498,2025-10-10,,CREW-03,,Enhancement,DRIVE,2.42
E001499,2025-10-13,,CREW-01,J321,Maintenance,FERT,6.1
E001500,2025-10-13,,CREW-01,J397,Install,PLANT,7.16
E001501,2025-10-13,,CREW-01,,Maintenance,SHOP,0.72
E001502,2025-10-13,,CREW-03,J264,Maintenance,TRIM,6.45
E001503,2025-10-13,,CREW-03,J123,Install,GRADE,4.97
E001504,2025-10-13,,CREW-03,J315,Enhancement,MULCH,4.64
E001505,2025-10-13,,CREW-03,,Enhancement,TRAINING,0.78
E001506,2025-10-13,,CREW-04,J274,Maintenance,TRIM,4.83
E001507,2025-10-13,,CREW-04,J262,Install,HARDSCAPE,4.82
E001508,2025-10-13,,CREW-04,,Maintenance,TRAINING,2.34
E001509,2025-10-15,,CREW-02,J301,Maintenance,TRIM,8.3
E001510,2025-10-15,,CREW-02,J190,Enhancement,SEASONAL-COLOR,6.99
E001511,2025-10-15,,CREW-02,,Install,DRIVE,2.31
E001512,2025-10-15,,CREW-04,J157,Maintenance,MOW,8.38
E001513,2025-10-15,,CREW-04,J140,Install,PLANT,6.52
E001514,2025-10-15,,CREW-04,,Maintenance,PTO,2.67
E001515,2025-10-16,,CREW-02,J307,Install,HARDSCAPE,7.49
E001516,2025-10-16,,CREW-02,J145,Enhancement,SEASONAL-COLOR,7.6
E001517,2025-10-16,,CREW-02,,Install,TRAINING,1.07
E001518,2025-10-16,,CREW-03,J350,Maintenance,BLOW,8.21
E001519,2025-10-16,,CREW-03,,Install,TRAINING,1.74
E001520,2025-10-16,,CREW-04,,Install,SHOP,2.87
E001521,2025-10-17,,CREW-01,J213,Maintenance,BLOW,6.76
E001522,2025-10-17,,CREW-01,J397,Install,INSTALL,5.73
E001523,2025-10-17,,CREW-01,,Enhancement,SHOP,0.97
E001524,2025-10-17,,CREW-03,J157,Maintenance,FERT,5.11
E001525,2025-10-17,,CREW-03,J217,Install,INSTALL,7.5
E001526,2025-10-17,,CREW-03,,Install,SHOP,1.09
E001527,2025-10-17,,CREW-04,J172,Maintenance,FERT,6.03
E001528,2025-10-17,,CREW-04,J246,Install,PLANT,4.97
E001529,2025-10-17,,CREW-04,,Enhancement,TRAINING,2.32
E001530,2025-10-20,,CREW-01,J377,Install,GRADE,6.71
E001531,2025-10-20,,CREW-01,,Install,TRAINING,1.37
E001532,2025-10-20,,CREW-02,J316,Maintenance,TRIM,8.44
E001533,2025-10-20,,CREW-02,J125,Install,PLANT,6.08
E001534,2025-10-20,,CREW-02,J284,Enhancement,PRUNE,8.5
E001535,2025-10-20,,CREW-02,,Enhancement,SHOP,2.83
E001536,2025-10-20,,CREW-03,J317,Maintenance,FERT,4.41
E001537,2025-10-20,,CREW-03,J174,Install,HARDSCAPE,4.08
E001538,2025-10-20,,CREW-03,,Maintenance,SHOP,2.0
E001539,2025-10-20,,CREW-04,J208,Maintenance,FERT,8.45
E001540,2025-10-20,,CREW-04,,Install,PTO,0.95
E001541,2025-10-21,,CREW-01,J173,Maintenance,TRIM,4.11
E001542,2025-10-21,,CREW-01,J173,Install,HARDSCAPE,8.0
E001543,2025-10-21,,CREW-01,J337,Enhancement,MULCH,6.53
E001544,2025-10-21,,CREW-01,,Maintenance,TRAINING,1.4
E001545,2025-10-21,,CREW-04,J209,Maintenance,TRIM,6.41
E001546,2025-10-21,,CREW-04,J111,Enhancement,MULCH,4.34
E001547,2025-10-21,,CREW-04,,Maintenance,SHOP,1.33
E001548,2025-10-22,,CREW-01,J314,Maintenance,TRIM,6.25
E001549,2025-10-22,,CREW-01,J263,Install,INSTALL,4.41
E001550,2025-10-22,,CREW-01,,Enhancement,DRIVE,1.63
E001551,2025-10-22,,CREW-02,J173,Maintenance,TRIM,8.81
E001552,2025-10-22,,CREW-02,,Install,PTO,1.36
E001553,2025-10-22,,CREW-03,J245,Maintenance,MOW,8.98
E001554,2025-10-22,,CREW-03,J274,Enhancement,SEASONAL-COLOR,6.79
E001555,2025-10-22,,CREW-04,J149,Maintenance,TRIM,5.25
E001556,2025-10-22,,CREW-04,,Install,SHOP,2.63
E001557,2025-10-23,,CREW-01,J243,Maintenance,FERT,7.16
E001558,2025-10-23,,CREW-01,J280,Enhancement,SEASONAL-COLOR,7.08
E001559,2025-10-23,,CREW-01,,Maintenance,DRIVE,1.16
E001560,2025-10-23,,CREW-02,J156,Maintenance,FERT,5.54
E001561,2025-10-23,,CREW-02,,Maintenance,PTO,1.92
E001562,2025-10-23,,CREW-04,J343,Maintenance,FERT,4.53
E001563,2025-10-23,,CREW-04,J191,Install,HARDSCAPE,5.14
E001564,2025-10-24,,CREW-01,J334,Maintenance,MOW,6.16
E001565,2025-10-24,,CREW-01,J395,Install,HARDSCAPE,8.51
E001566,2025-10-24,,CREW-01,,Maintenance,PTO,0.52
E001567,2025-10-24,,CREW-02,,Install,TRAINING,1.73
E001568,2025-10-24,,CREW-03,J356,Install,INSTALL,4.19
E001569,2025-10-24,,CREW-03,J237,Enhancement,MULCH,6.66
E001570,2025-10-27,,CREW-02,J218,Maintenance,BLOW,5.61
E001571,2025-10-27,,CREW-02,J160,Install,GRADE,6.46
E001572,2025-10-27,,CREW-03,J350,Maintenance,BLOW,5.44
E001573,2025-10-27,,CREW-03,J292,Enhancement,MULCH,7.04
E001574,2025-10-27,,CREW-03,,Install,TRAINING,1.01
E001575,2025-10-27,,CREW-04,J358,Install,HARDSCAPE,8.73
E001576,2025-10-27,,CREW-04,,Install,DRIVE,2.28
E001577,2025-10-28,,CREW-01,J183,Install,HARDSCAPE,7.21
E001578,2025-10-28,,CREW-01,J105,Enhancement,MULCH,8.37
E001579,2025-10-28,,CREW-04,J171,Maintenance,MOW,7.64
E001580,2025-10-28,,CREW-04,J144,Enhancement,SEASONAL-COLOR,7.44
E001581,2025-10-28,,CREW-04,,Maintenance,TRAINING,2.72
E001582,2025-10-29,,CREW-02,J209,Maintenance,TRIM,7.79
E001583,2025-10-29,,CREW-02,,Enhancement,DRIVE,1.53
E001584,2025-10-29,,CREW-04,J328,Install,HARDSCAPE,4.48
E001585,2025-10-29,,CREW-04,,Install,DRIVE,0.51
E001586,2025-10-30,,CREW-02,J291,Maintenance,TRIM,6.1
E001587,2025-10-30,,CREW-02,J303,Enhancement,PRUNE,8.96
E001588,2025-10-30,,CREW-02,,Maintenance,PTO,2.29
E001589,2025-10-30,,CREW-03,J107,Maintenance,TRIM,8.3
E001590,2025-10-30,,CREW-03,J101,Install,GRADE,7.08
E001591,2025-10-30,,CREW-03,,Install,TRAINING,1.71
